timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1603269696461,319,/user/delete,204,,Spike Test 1-415,,true,,191,218,289,289,http://localhost:8082/user/delete/2259,0,0,0
1603269696758,22,/user/readall,200,,Spike Test 1-232,text,true,,15624,128,289,289,http://localhost:8082/user/readall,22,0,0
1603269695537,1245,/user/create,201,,Spike Test 1-274,text,true,,321,256,289,289,http://localhost:8082/user/create,1245,0,0
1603269695539,1249,/task/update,202,,Spike Test 1-292,text,true,,293,300,289,289,http://localhost:8082/task/update/2347,1249,0,0
1603269696789,2,/user/delete,204,,Spike Test 1-292,,true,,191,218,289,289,http://localhost:8082/user/delete/2426,0,0,0
1603269694236,2563,/user/create,201,,Spike Test 1-339,text,true,,321,256,290,290,http://localhost:8082/user/create,2562,0,0
1603269696722,80,/user/update,202,,Spike Test 1-277,text,true,,321,239,290,290,http://localhost:8082/user/update/2457,80,0,0
1603269696463,340,/task/create,201,,Spike Test 1-247,text,true,,293,273,290,290,http://localhost:8082/task/create,340,0,0
1603269696782,27,/user/readall,200,,Spike Test 1-274,text,true,,15775,128,290,290,http://localhost:8082/user/readall,26,0,0
1603269696810,1,/user/update,202,,Spike Test 1-274,text,true,,321,239,290,290,http://localhost:8082/user/update/2538,1,0,0
1603269696466,345,/task/readall,200,,Spike Test 1-490,text,true,,2888,128,290,290,http://localhost:8082/task/readall,345,0,0
1603269696468,344,/task/create,201,,Spike Test 1-254,text,true,,293,273,290,290,http://localhost:8082/task/create,344,0,0
1603269696469,344,/task/create,201,,Spike Test 1-271,text,true,,293,273,290,290,http://localhost:8082/task/create,344,0,0
1603269696811,3,/task/update,202,,Spike Test 1-490,text,true,,293,300,290,290,http://localhost:8082/task/update/2388,2,0,0
1603269696359,456,/task/update,202,,Spike Test 1-406,text,true,,293,300,290,290,http://localhost:8082/task/update/2385,456,0,0
1603269696415,400,/user/create,201,,Spike Test 1-230,text,true,,321,256,290,290,http://localhost:8082/user/create,400,0,1
1603269696435,381,/user/create,201,,Spike Test 1-229,text,true,,321,256,291,291,http://localhost:8082/user/create,381,0,1
1603269696815,3,/user/delete,204,,Spike Test 1-406,,true,,191,218,291,291,http://localhost:8082/user/delete/2275,0,0,0
1603269696456,363,/user/create,201,,Spike Test 1-228,text,true,,321,256,291,291,http://localhost:8082/user/create,363,0,0
1603269696471,349,/user/create,201,,Spike Test 1-305,text,true,,321,256,291,291,http://localhost:8082/user/create,349,0,1
1603269696372,448,/user/readall,200,,Spike Test 1-380,text,true,,15593,128,291,291,http://localhost:8082/user/readall,448,0,0
1603269696476,346,/user/create,201,,Spike Test 1-227,text,true,,321,256,291,291,http://localhost:8082/user/create,345,0,0
1603269693516,3305,/user/update,202,,Spike Test 1-426,text,true,,321,239,291,291,http://localhost:8082/user/update/2212,3305,0,0
1603269696481,343,/task/create,201,,Spike Test 1-472,text,true,,293,273,291,291,http://localhost:8082/task/create,343,0,0
1603269696479,345,/task/update,202,,Spike Test 1-394,text,true,,293,300,291,291,http://localhost:8082/task/update/2353,345,0,0
1603269696483,343,/user/delete,204,,Spike Test 1-356,,true,,191,218,291,291,http://localhost:8082/user/delete/2462,0,0,0
1603269696824,2,/user/delete,204,,Spike Test 1-394,,true,,191,218,291,291,http://localhost:8082/user/delete/2438,0,0,0
1603269695226,1603,/user/update,202,,Spike Test 1-348,text,true,,321,239,291,291,http://localhost:8082/user/update/2392,1603,0,0
1603269696829,2,/task/create,201,,Spike Test 1-348,text,true,,293,273,291,291,http://localhost:8082/task/create,2,0,0
1603269696799,34,/user/readall,200,,Spike Test 1-339,text,true,,15744,128,291,291,http://localhost:8082/user/readall,34,0,0
1603269696484,357,/task/readall,200,,Spike Test 1-273,text,true,,2920,128,292,292,http://localhost:8082/task/readall,357,0,0
1603269696820,22,/user/readall,200,,Spike Test 1-305,text,true,,15955,128,292,292,http://localhost:8082/user/readall,22,0,0
1603269696486,358,/user/delete,204,,Spike Test 1-320,,true,,191,218,292,292,http://localhost:8082/user/delete/2385,0,0,0
1603269696483,361,/task/readall,200,,Spike Test 1-251,text,true,,2920,128,292,292,http://localhost:8082/task/readall,360,0,0
1603269696487,358,/user/update,202,,Spike Test 1-258,text,true,,321,239,292,292,http://localhost:8082/user/update/2494,358,0,0
1603269694276,2569,/user/create,201,,Spike Test 1-337,text,true,,321,256,292,292,http://localhost:8082/user/create,2569,0,1
1603269696844,2,/task/update,202,,Spike Test 1-251,text,true,,293,300,292,292,http://localhost:8082/task/update/2389,1,0,0
1603269696845,2,/task/create,201,,Spike Test 1-258,text,true,,293,273,292,292,http://localhost:8082/task/create,2,0,0
1603269696487,367,/task/readall,200,,Spike Test 1-385,text,true,,2888,128,292,292,http://localhost:8082/task/readall,366,0,0
1603269694735,2129,/user/create,201,,Spike Test 1-372,text,true,,321,256,293,293,http://localhost:8082/user/create,2129,0,0
1603269696845,21,/user/readall,200,,Spike Test 1-337,text,true,,15926,128,293,293,http://localhost:8082/user/readall,20,0,0
1603269696866,2,/user/update,202,,Spike Test 1-337,text,true,,321,239,293,293,http://localhost:8082/user/update/2545,2,0,0
1603269696868,2,/task/create,201,,Spike Test 1-337,text,true,,293,273,293,293,http://localhost:8082/task/create,2,0,0
1603269693660,3215,/user/readall,200,,Spike Test 1-368,text,true,,15926,128,294,294,http://localhost:8082/user/readall,3214,0,0
1603269696870,10,/task/readall,200,,Spike Test 1-337,text,true,,2952,128,294,294,http://localhost:8082/task/readall,9,0,0
1603269696462,419,/user/readall,200,,Spike Test 1-242,text,true,,15715,128,294,294,http://localhost:8082/user/readall,401,0,0
1603269696865,21,/user/readall,200,,Spike Test 1-372,text,true,,15986,128,294,294,http://localhost:8082/user/readall,20,0,0
1603269696499,388,/task/readall,200,,Spike Test 1-268,text,true,,2952,128,294,294,http://localhost:8082/task/readall,387,0,0
1603269696117,791,/user/readall,200,,Spike Test 1-500,text,true,,16017,128,295,295,http://localhost:8082/user/readall,791,0,0
1603269696428,488,/user/readall,200,,Spike Test 1-401,text,true,,15746,128,296,296,http://localhost:8082/user/readall,486,0,0
1603269696150,773,/task/readall,200,,Spike Test 1-296,text,true,,2952,128,296,296,http://localhost:8082/task/readall,772,0,0
1603269696151,772,/user/create,201,,Spike Test 1-244,text,true,,321,256,296,296,http://localhost:8082/user/create,772,0,0
1603269696499,426,/task/update,202,,Spike Test 1-476,text,true,,293,300,296,296,http://localhost:8082/task/update/2392,426,0,0
1603269696508,419,/user/delete,204,,Spike Test 1-331,,true,,191,218,296,296,http://localhost:8082/user/delete/2357,0,0,0
1603269695704,1224,/task/create,201,,Spike Test 1-488,text,true,,293,273,296,296,http://localhost:8082/task/create,1224,0,0
1603269696371,558,/user/readall,200,,Spike Test 1-419,text,true,,16017,128,296,296,http://localhost:8082/user/readall,558,0,0
1603269693678,3251,/user/update,202,,Spike Test 1-440,text,true,,321,239,296,296,http://localhost:8082/user/update/2206,3251,0,0
1603269695786,1144,/user/update,202,,Spike Test 1-304,text,true,,321,239,296,296,http://localhost:8082/user/update/2460,1144,0,0
1603269696511,421,/user/delete,204,,Spike Test 1-437,,true,,191,218,296,296,http://localhost:8082/user/delete/2336,0,0,0
1603269696930,2,/user/update,202,,Spike Test 1-419,text,true,,321,239,296,296,http://localhost:8082/user/update/2517,2,0,0
1603269696514,420,/user/delete,204,,Spike Test 1-343,,true,,191,218,296,296,http://localhost:8082/user/delete/2377,0,0,0
1603269696516,420,/user/create,201,,Spike Test 1-225,text,true,,321,256,297,297,http://localhost:8082/user/create,420,0,0
1603269696415,523,/user/delete,204,,Spike Test 1-285,,true,,191,218,297,297,http://localhost:8082/user/delete/2439,0,0,0
1603269696523,417,/user/update,202,,Spike Test 1-336,text,true,,321,239,297,297,http://localhost:8082/user/update/2480,416,0,0
1603269695711,1230,/user/create,201,,Spike Test 1-293,text,true,,321,256,297,297,http://localhost:8082/user/create,1229,0,0
1603269695709,1242,/user/readall,200,,Spike Test 1-297,text,true,,15864,128,297,297,http://localhost:8082/user/readall,1242,0,0
1603269696525,427,/user/create,201,,Spike Test 1-282,text,true,,321,256,297,297,http://localhost:8082/user/create,427,0,0
1603269693697,3262,/user/readall,200,,Spike Test 1-395,text,true,,15864,128,298,298,http://localhost:8082/user/readall,3262,0,0
1603269693765,3196,/user/update,202,,Spike Test 1-464,text,true,,321,239,298,298,http://localhost:8082/user/update/2239,3196,0,0
1603269695730,1233,/user/update,202,,Spike Test 1-275,text,true,,321,239,298,298,http://localhost:8082/user/update/2461,1233,0,0
1603269696816,162,/user/readall,200,,Spike Test 1-229,text,true,,15771,128,299,299,http://localhost:8082/user/readall,147,0,0
1603269696776,202,/task/readall,500,,Spike Test 1-448,text,false,,341,128,299,299,http://localhost:8082/task/readall,202,0,0
1603269696842,137,/task/update,202,,Spike Test 1-273,text,true,,293,300,299,299,http://localhost:8082/task/update/2390,136,0,0
